Contig,CTR_SRR23389308,CTR_SRR23389309,CTR_SRR23389310,CTR_SRR23389311,CTR_SRR23389312,CTR_SRR23389313,CTR_SRR23389314,CTR_SRR23389315,CTR_SRR23389316,CTR_SRR23389317,CTR_SRR23389319,CTR_SRR23389320,CTR_SRR23389321,CTR_SRR23389322,CTR_SRR23389323,CTR_SRR23389324,CTR_SRR23389325,CTR_SRR23389326,CTR_SRR23389327,CTR_SRR23389328,CTR_SRR23389331,CTR_SRR23389332,CTR_SRR23389333,CTR_SRR23389334,CTR_SRR23389335,CTR_SRR23389336,CTR_SRR23389337,CTR_SRR23389339,CTR_SRR23389340,CTR_SRR23389341,CTR_SRR23389330,CTR_SRR23389342,CTR_SRR23389343,CTR_SRR23389344,CTR_SRR23389345,CTR_SRR23389346,CTR_SRR23389347,CTR_SRR23389348,CTR_SRR23389350,CTR_SRR23389262,CTR_SRR23389263,CTR_SRR23389264,CTR_SRR23389265,CTR_SRR23389266,CTR_SRR23389267,CTR_SRR23389268,CTR_SRR23389269,CTR_SRR23389270,CTR_SRR23389272,CTR_SRR23389273,CTR_SRR23389274,CTR_SRR23389275,CTR_SRR23389276,CTR_SRR23389277,CTR_SRR23389278,CTR_SRR23389279,CTR_SRR23389280,CTR_SRR23389281,CTR_SRR23389283,CTR_SRR23389284,CTR_SRR23389285,CTR_SRR23389291,CTR_SRR23389292,CTR_SRR23389293,CTR_SRR23389294,CTR_SRR23389295,CTR_SRR23389297,CTR_SRR23389298,CTR_SRR23389299,CTR_SRR23389300,CTR_SRR23389301,CTR_SRR23389302,CTR_SRR23389303,CTR_SRR23389304,CTR_SRR23389305,CTR_SRR23389306,CTR_A_461K_BV0D0,CTR_A_464S_WV0D0,CTR_A_466Y_YV0D0,CTR_A_564P_MV0D0,CTR_A_565K_UV0D0,CTR_A_661R_BV0D0,CTR_A_662W_TV0D0,CTR_A_665S_JV0D0,CTR_A_666J_PV0D0,CTR_A_465N_LV0D0
Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_piger_ATCC_29098,5.612026,0,0,0,0,0,0,0,5.7488694,4.7828875,1.2034068,0,0,0,0.29042542,5.9739556,0,1.27894,0,0,0,0,0,0,0,0,0,0,0,0,1.0593648,0,0,1.265232,4.2378626,0,0,0,0,1.2276926,0,0,0,0,0,0,0,2.3458686,0,0,0,2.2745047,5.1397953,0,0,0,3.149996,4.301059,8.041724,2.1991024,0,2.4151108,4.845067,2.1828516,0,0,1.7885247,0,0,0,0,0.6224165,0,3.8285758,0,1.4390863,0,0,0,9.628358,0,0,0.6340547,0,0,0
Desulfovibrio_sp_3_1_syn3,0,0,0,0,0,0,0,0,0,0,0,5.1758533,0,0,0,0.32328612,0,0,0,0,0,0,2.1225173,0,0.4040772,1.063246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31429976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56204647,0,0,0,0,0,0.40425318,0,0,0,0,1.5861713
Dialister_invisus_DSM_15470,0,0,0,0,0,0,10.925161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9901803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7781556,0,0.3301146,0,0,0,0,0,0,0
Dialister_succinatiphilus_YIT_11850,1.0224265,14.193431,0,0,0,0,0,0,0,2.1237013,0,0,0,0,0.20282769,0,0,0,0,0,0,7.105319,0,0.4149671,6.9110174,1.6985157,0,0,0,0,0,0.85169744,0,5.610301,2.2662435,0,0,0,0,0,0,2.1864858,0,2.654707,3.842146,0,0,0,0,0,0.7124152,0,0,0,0.5793345,0,0,0,1.7618518,0,0,0,0,0,0,0,0,0,0.9456675,0.9946201,0,0,0,0,0,0,21.58766,0,0,0,0,0,0,37.19741,15.7080965,0
Dietzia_cinnamea_P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorea_formicigenerans_ATCC_27755,5.088318,2.734497,3.1965106,6.8452215,5.2038965,4.464489,1.9025637,15.716339,11.552938,10.234155,3.4749577,5.12611,3.241095,4.955981,4.347089,7.294332,6.48943,7.538125,3.2271545,4.280587,1.2047819,10.33488,12.836434,5.7909193,18.078377,8.946781,14.519894,9.437961,0,5.6374736,6.37994,4.243855,3.9129732,4.86564,1.9307374,10.55672,10.311345,4.269804,8.831706,3.8774097,8.623007,4.994012,6.0714674,1.7852341,6.074632,0,2.8837962,10.596258,2.773108,4.711254,1.6135956,6.955486,7.924043,4.8718014,3.5389338,3.9003425,7.4513893,13.72931,8.035662,1.3491049,14.826303,6.791734,7.739326,6.3175564,5.9776015,2.2173588,1.7460884,5.778882,1.6956141,4.342728,2.4523976,6.010063,7.7930093,3.4677055,6.9430394,4.2375474,20.595436,10.049152,25.760473,8.645084,4.144431,49.899075,35.806034,45.05405,44.8,20.482813
Dorea_longicatena_DSM_13814,11.046051,5.0942936,22.753025,14.033478,10.1152935,4.945121,1.175718,11.831156,17.730597,22.378363,14.823906,21.835789,3.7216365,1.6627588,6.835784,6.851421,10.697916,11.392029,1.4381614,2.5747898,8.695916,17.427753,20.331976,14.191921,51.527,13.860011,25.348902,11.037662,0.8394748,6.5407805,7.6435995,15.66495,4.249628,34.66796,4.6823826,16.103245,23.099123,1.146437,16.743557,3.0855541,15.923527,8.522679,11.116812,1.5321945,1.5816495,0.38365126,9.37894,25.569593,2.3239174,15.130304,12.623012,15.796649,12.036753,10.401942,8.282415,0.9391265,2.2546718,21.169804,22.63673,21.218407,19.295101,11.239252,11.690959,10.189156,0.947122,2.325288,3.4192305,12.725647,3.7237046,6.119019,1.5901651,4.395803,3.807948,7.6861906,7.5405116,3.9049394,51.689487,22.55873,21.18674,9.172526,9.955079,103.97334,26.755568,56.126884,27.622772,19.257399
Dysgonomonas_gadei_ATCC_BAA_286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwardsiella_tarda_ATCC_23685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwardsiella_tarda_FL6_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthella_lenta_DSM_2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.523722,0,0,0,0,0,1.1180344,0.71789676,0,0.7368872,0.50282514,0,0,0,0,0
Eggerthella_sp_1_3_56FAA,0.2631899,0,3.05944,0,1.9534951,0.205329,1.4623989,0.89070684,0.5696992,0.541845,0.35363984,0.91337854,7.0170603,1.8104248,0.6511378,0.5698295,0.90635145,0.23364085,1.3584335,0.26080436,0.6089516,0.7087015,4.3941126,0.25539717,1.0651175,0.6765823,0.27581015,3.355109,1.787788,7.638864,0,3.072968,0.3845706,0.308395,2.2049944,1.2467153,2.2549584,1.8312678,0.7352358,0,1.096357,0,0.69663227,0,0,0,0.80387205,0.25819305,0,1.0003142,3.9248884,0.301276,0.52538806,1.2206435,0.7675728,2.8598075,3.5022342,0.37507847,5.412479,0.3374653,4.603406,0.39506835,2.0324752,3.203026,2.5945704,3.0582335,0.15480936,0.6880555,0,3.0289862,0,0,3.441327,0.46830285,0.45293167,0.335442,0.95928186,0.48012248,5.79592,0.8492766,0.81626207,2.560848,1.0529063,2.06786,0.6777279,0.98605686
Eggerthella_sp_YY7918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthia_catenaformis_OT_569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eikenella_corrodens_ATCC_23834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_aerogenes_KCTC_2190,0.16804321,0,0,0,0,0,0.6923946,0,0,0.8852345,0,0,0,1.1747413,0.18289742,0,0,0,0,0,0,0,0.4913904,0.16807988,0,0.19141483,0,0,0.2469858,0.24754122,0,0,0,0,0,0,0.23239666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8013549,0,0,0,0,0,0,0,0.41144758,0,0,0,0,0,0,0,0.6246987,0,0,8.617483,0,0,0,0.34559733,0,1.4043833,5.516783,0,3.8547657,1.377035,0,0.8302789,0.43082926,0,0
Enterobacter_asburiae_LF7a,0,0,0,0,0,0,0,0,0,0.6734634,0,0,0,0,0,0,0,0,0.23452535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24081804,0.43009046,0,0,0,0,0,0,0,0.14404006,0,0,0,0,0,0,0,0,0,0,2.1010733,0,0,0,0,0,0.5679492,0.22180873,0,0.9672288,0.3938535,0,0.24125057,0.4607404,0,0
Enterobacter_cancerogenus_ATCC_35316,0,0,0,0,0,0,0.37268746,0,0,1.939702,0,0,0,0,0,0,0,0,0.6931602,0,0,0,0,0.35446632,0,0.4295172,0,0,0,0.25953093,0,0,0,0,0,0,0.29506403,0,0,0,0,0.16601725,0,0,0,0,0,0,0,0,0.75206757,1.0901284,0,0,0,0,0,0.4010634,0,0.32578823,0,0,0,0.17533019,0,0,0,0,0.13594782,0,5.941117,0.17149144,0,0,0.32198057,0,1.5782969,0.46313375,0,2.3797448,1.0201262,0,0.67566776,1.0355576,0,0
Enterobacter_cloacae_EcWSU1,0.15679768,0,0,0,0,0,0.4386946,0,0,2.3243794,0,0,0,0,0,0,0,0,0.76020676,0,0,0,0,0.42303836,0.1995873,0.4105413,0,0,0,0.26881316,0,0,0,0,0,0,0.3086221,0,0,0,0,0.1692831,0,0,0,0,0,0,0,0,0.8826178,1.1922152,0,0,0,0,0,0.4479545,0.13279493,0.2523318,0,0,0,0.17522292,0,0,0,0.12871225,0.15026371,0,5.521214,0.14764841,0,0,0.35640934,0,1.750726,0.5794015,0,2.1561306,1.1588264,0,0.77703595,1.1660414,0,0
Enterobacter_hormaechei_YT2,0.14422052,0,0,0.37638095,0,0,0.42468348,0,0,2.5049953,0,0,0,0.82290494,0.1747823,0,0,0,3.5909433,0,0,0,0,1.0295961,0.20937347,0.76092654,0,0,0,0.4919339,0,0,0.22542544,0,0,0,0.39015502,0.14591633,0,0,0,0.23189208,0,0,0,0,0,0,0,0.13643165,0.79779714,0.97190267,0,0,0,0,0,0.5088773,0,0.4726153,0,0,0,0.323007,0,0,0,0.54819894,0.37616107,0,13.011312,0.25375384,0,0,0.5226575,0,3.767559,0.50664675,0.35945556,3.103124,1.7655661,0,1.130148,1.3884151,0,0.32288313
Enterobacter_hormaechei_YT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteriaceae_bacterium_9_2_54FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_asini_ATCC_700915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.95595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_avium_ATCC_14025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.345943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_caCCAe_ATCC_BAA_1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_casseliflavus_ATCC_12755,0,0,0,0.6322012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9191433,0,0,1.4141848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_cecorum_DSM_20682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5510617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_dispar_ATCC_51266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.562395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_durans_ATCC_6056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6997195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5314505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_faecalis_OG1RF_ATCC_47077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16780515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16233648,0,0,0,0,0,0,0,0,2.5033655,0,0,0,0,0,0,0.41159242,0,0,0,0,0,0,0,0
Enterococcus_faecalis_TX0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8587211,0,0,0,0,0,0,0.5060452,0,0,0,0,0,0,0,0
Enterococcus_faecalis_TX1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20029023,0,0,0,0,0,0,0,0,2.3062758,0,0,0,0,0,0,0.52141106,0,0,0,0,0,0,0,0
Enterococcus_faecalis_TX2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2012494,0,0,0,0,0,0,0.47849762,0,0,0,0,0,0,0,0
Enterococcus_faecalis_V583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8390095,0,0,0,0,0,0,0.41744488,0,0,0,0,0,0,0,0
Enterococcus_faecium_TX1330,0,0,0,37.25566,1.9209008,0,0,0,0,1.4355673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5006102,0,0,0,8.062347,1.4108135,0,0,0,0,0,0,0,0,0.2486544,0,0,0,0.27027425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1719636,2.4958286,0,0,0,0,0,0.3196707,1.7876197,0,0,0,0,1.5237709,0,0,0
Enterococcus_gallinarum_EG2,0,0,0,0,0,0,0,0,0,0.57540214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7825046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79317856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_hirae_ATCC_9790,0.2110661,0,0,0.45998818,0,0,0.16382408,0,0,0,0,0,0,0,1.1809182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89224845,0,0,0,0,0,0,0,0,0,0,0,0,0.23133978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17267571,40.26537,0,0,3.9441502,0,0,0.35024637,0.24652675,0,0,0,0,0,0,0,0
Enterococcus_phoeniculicola_ATCC_BAA_412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_saccharolyticus_DSM8903,0,0,0,0,0,1.1968517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2128403,0,0,0,0,3.6378098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_sp_7L76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16687313,0,0,0,0,0,0,0,0,2.2193747,0,0,0,0,0,0,0.5690218,0,0,0,0,0,0,0,0
Erysipelotrichaceae_bacterium_5_2_54FAA,0,0,0,0,0,0,0,0,0,1.0145407,0,0,0.93466604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.121501,0,0,3.6427474,0,0,0,0,0,0,0,0,0,1.1191825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72296786,0.43349588,0,0.63639045,0,0,0,0,0,0,0,0,0,0.5363043,1.7830245,0,5.8424544,0,0,5.693424,0,0,0,0
Erysipelotrichaceae_bacterium_sp_3_1_53,0,0,1.6877732,0,0,0,0.49276346,0,0,0,0,0,0,0,0,0,0,0,0.85572594,0,0,0,2.2377162,0,0,0,1.2726597,0,2.6788814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7475578,0,0,0,0,0,0,0,0.6406214,0,0,0,0.86336374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7251392,0,0,0,0,0,0,2.903568,0,0,0,0,0,2.9067094,0,0,0
Escherichia_albertii_KF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia_albertii_TW07627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3625008,1.0350932,0,0,0,0,0,3.1340847,0,0
Escherichia_coli_O157_H7_str_Sakai,0,0,0,0.80633605,2.5313919,0,0,0,0,1.1325455,0.2005046,0,0.17170481,0.19939849,0.2065671,0.19248512,0,0.6087069,0,0,0,0,0.23748578,0,0,1.2687399,0,0.8161943,1.2940466,0.86736566,0.15492547,0.732075,1.0330967,0.2976108,0,0,0.16309053,0.5382638,0,0,0,0.4354823,0,2.2690825,2.1951122,0,0.19229421,0,0,0.16288206,3.6111937,0,0,0.35154754,0,0,0.14513381,0.968071,0.7492776,0.24942535,1.4228728,3.9091496,0,0,4.6444902,0.43154973,0,1.0895342,0,0,1.7438532,0.31732255,0,0,2.173012,3.4510992,29.86835,16.125437,3.9019768,1.5140429,5.7374587,0.21167906,3.553582,63.467106,0.16730997,0.7484939
Escherichia_coli_SE11,0.17610325,0,0,1.9102746,6.6878815,0,0.3575439,0.23117022,0.20056652,3.5383666,0.15318462,0,0.45763823,0.5218043,0.35884926,0.34953496,0,1.078925,0,0,0,0,0.33378717,0.16294111,0.24236362,4.66492,0,2.8465786,1.8002367,1.8686657,0.43712568,2.308669,3.4514,0.73452234,0,0.18946743,0.4382905,0.95451456,0,0,0,2.1926868,0,2.1871307,2.991703,0,0.28794155,0.21615852,0,0.3347731,4.0656333,0.30458844,0,1.1172749,0,0,0.73453027,3.09092,2.9975305,0.710301,5.944749,7.8154287,0.15790601,0,4.581925,0.42842782,0,1.9095293,0.31523874,0.20878102,3.6253767,0.78029704,0,0,4.224542,10.300637,109.16268,30.619118,6.435148,3.1703112,15.598672,0.33706594,7.7635937,174.20795,0.30890003,2.6451614
Escherichia_coli_UTI89_UPEC,0,0,0,0.38232967,0.9450374,0,0,0,2.048091,0.50399494,0.20570485,0,0.36537093,0,0.19003503,0.9515467,0,0.608402,0,0,0,0,0,0.186768,0,0.52112406,0,0.24201669,2.4920585,0.24188392,0,0.32285857,0.5193463,0,0,0,0,0.22403607,0,0,0,0,0,1.4911164,0.62637085,0.6023894,0,0,0.19110501,0,15.007453,0,0,0.15194565,0.28398988,0,0,0.41893524,2.0682378,0,2.2066824,1.0130266,0.14702706,0,28.184574,0.3025125,0,1.4678004,0.14442909,0.33756536,1.1295862,0.22710538,0,0,0.7550168,1.3284515,11.236174,39.1435,2.2977064,0.9412078,2.4497738,0,12.211322,16.988184,0.22310717,0.24533556
Escherichia_coli_str_K_12_substr_MG1655,0.18628973,0,0,1.9931774,16.71983,0,0.2085424,0,0.24350339,1.6453203,0.14954121,0,0.2392518,0.48697153,0.2734655,0.26787418,0,0.513794,0,0,0,0,0.93025255,0.15902261,0.25588715,2.3141472,0,1.8724241,1.5222838,1.7933751,0.3395465,2.1570942,1.6021717,0.75262547,0,0.21494177,0.52949536,0.4902507,0,0,0,0.6505883,0,1.7190359,1.8330827,0,0.2680361,0.17846262,0,0.5477583,6.2762127,0.16319665,0,0.51042974,0,0,0.18997633,1.4955245,0.9772293,0.51591384,1.7817171,5.7864156,0,0.1706117,5.3388195,0.28347734,0,1.2265503,0.22767074,0.8563374,3.0998898,0.8268586,0,0,6.3831673,8.190427,69.491936,33.23019,3.7469695,4.412523,8.035025,0.39967808,5.1826053,143.04654,0.20285676,1.512418
Escherichia_fergusonii_ATCC_35469,0,0,0,0.1933868,0,0,0,0,0,0.35341504,0,0,0,0,0.15000379,0,0,0.836462,0,0,0,0,0,0,0,0,0,0,0.43727788,0,0,0,0.17360017,0,0,0,0,0,0,0,0,0,0,0.5333799,0.22988531,0,0,0,0,0,1.1643245,0,0,0,0,0,0,0,0,0,0,0.5801754,0,0,1.5546224,0,0,0.24381131,0,0,0.81489223,0,0,0,0,0.67594516,5.498294,3.6055508,0.8182315,0.4109138,1.2822443,0,1.2294,12.086176,0,0
Escherichia_hermannii_NBRC_105704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49730903,0,0,0,0,0,0,0,0,0.22186044,0,0,0,0,0,0
Escherichia_sp_1_1_43,0.19611734,0,0,1.9975133,9.84074,0,0.20629077,0,0.24244343,1.722622,0.16297995,0,0.2817297,0.495754,0.27168146,0.6783603,0,0.514107,0,0,0,0,0.8186787,0.17231396,0.21528186,2.159742,0,1.7905835,1.6255782,1.8818772,0.3116909,1.8725511,1.507317,0.69436014,0,0.21521033,0.6198569,0.5223928,0,0,0,0.67597246,0,1.823145,1.9290006,0,0.28283313,0.17919336,0,0.4400613,8.328679,0.1688348,0,0.53317577,0,0,0.19353336,1.4450731,1.0941106,0.5255916,2.0360968,5.9781837,0,0.15618573,12.693847,0.3521837,0,1.3195397,0.24675515,0.5867568,3.0638018,0.7238117,0,0,4.695831,7.7834206,64.66141,32.586586,3.930589,3.2618825,8.286941,0.3963113,5.4480753,142.32198,0.22742234,1.5246217
